GC100m;Year;Total population in cell
3619750N4479850E;2011;117
3619750N4479950E;2011;30
3619750N4480550E;2011;5-10
3619750N4480650E;2011;171
3619750N4480750E;2011;237
3619750N4480850E;2011;15-20
3619750N4481350E;2011;1-5
3619750N4484350E;2011;164
3619750N4484450E;2011;153
3619750N4484750E;2011;58
3619750N4484850E;2011;323
3619750N4484950E;2011;270
3619750N4485050E;2011;43
3619750N4485150E;2011;60
3619750N4485250E;2011;38
3619750N4485350E;2011;268
3619750N4485450E;2011;380
3619750N4485550E;2011;317
3619750N4485650E;2011;347
3619750N4485750E;2011;270
3619750N4485850E;2011;140
3619750N4486150E;2011;63
3619750N4486250E;2011;56
3619750N4486350E;2011;41
3619750N4486450E;2011;48
3619750N4486550E;2011;49
3619750N4486650E;2011;29
3619750N4486750E;2011;10-15
3619750N4486850E;2011;15-20
3619750N4486950E;2011;26
3619750N4487050E;2011;10-15
3619850N4457150E;2011;1-5
3619850N4457250E;2011;10-15
3619850N4457350E;2011;10-15
3619850N4458350E;2011;20
3619850N4458450E;2011;10-15
3619850N4458550E;2011;24
3619850N4458650E;2011;31
3619850N4458750E;2011;25
3619850N4458850E;2011;30
3619850N4458950E;2011;28
3619850N4459050E;2011;22
3619850N4459150E;2011;33
3619850N4459250E;2011;15-20
3619850N4459550E;2011;5-10
3619850N4462950E;2011;1-5
3619850N4463050E;2011;5-10
3619850N4463150E;2011;1-5
3619850N4467550E;2011;15-20
3619850N4467650E;2011;27
3619850N4467750E;2011;32
3619850N4467850E;2011;15-20
3619850N4467950E;2011;10-15
3619850N4468050E;2011;5-10
3619850N4468150E;2011;10-15
3619850N4468350E;2011;5-10
3619850N4468450E;2011;1-5
3619850N4468550E;2011;55
3619850N4468750E;2011;41
3619850N4468850E;2011;15-20
3619850N4468950E;2011;15-20
3619850N4469050E;2011;34
3619850N4469150E;2011;86
3619850N4469250E;2011;27
3619850N4469350E;2011;33
3619850N4469450E;2011;102
3619850N4471150E;2011;5-10
3619850N4471250E;2011;15-20
3619850N4471350E;2011;15-20
3619850N4471450E;2011;5-10
3619850N4471750E;2011;1-5
3619850N4472050E;2011;15-20
3619850N4472150E;2011;53
3619850N4472250E;2011;37
3619850N4472350E;2011;64
3619850N4472450E;2011;149
3619850N4472550E;2011;83
3619850N4472650E;2011;24
3619850N4472750E;2011;33
3619850N4472850E;2011;20
3619850N4472950E;2011;27
3619850N4473850E;2011;36
3619850N4473950E;2011;30
3619850N4474050E;2011;21
3619850N4474150E;2011;21
3619850N4474250E;2011;5-10
3619850N4474450E;2011;5-10
3619850N4474550E;2011;1-5
3619850N4474950E;2011;1-5
3619850N4475050E;2011;10-15
3619850N4475150E;2011;31
3619850N4475250E;2011;29
3619850N4475350E;2011;53
3619850N4475450E;2011;37
3619850N4475750E;2011;1-5
3619850N4475850E;2011;15-20
3619850N4475950E;2011;33
3619850N4476050E;2011;48
3619850N4476150E;2011;24
3619850N4476250E;2011;15-20
3619850N4476350E;2011;33
3619850N4476450E;2011;35
3619850N4476550E;2011;99
3619850N4476650E;2011;15-20
3619850N4476750E;2011;63
3619850N4476850E;2011;35
3619850N4476950E;2011;24
3619850N4477050E;2011;10-15
3619850N4477150E;2011;23
3619850N4477250E;2011;32
3619850N4477350E;2011;51
3619850N4477450E;2011;20
3619850N4477550E;2011;22
3619850N4477650E;2011;10-15
3619850N4477750E;2011;26
3619850N4477850E;2011;99
3619850N4477950E;2011;158
3619850N4478650E;2011;42
3619850N4478750E;2011;61
3619850N4479050E;2011;35
3619850N4479150E;2011;24
3619850N4479650E;2011;49
3619850N4479750E;2011;50
3619850N4479850E;2011;86
3619850N4479950E;2011;88
3619850N4480550E;2011;15-20
3619850N4480650E;2011;162
3619850N4480750E;2011;267
3619850N4480850E;2011;127
3619850N4483850E;2011;1-5
3619850N4484350E;2011;205
3619850N4484450E;2011;179
3619850N4484550E;2011;101
3619850N4484650E;2011;71
3619850N4484750E;2011;173
3619850N4484850E;2011;148
3619850N4485050E;2011;107
3619850N4485150E;2011;61
3619850N4485250E;2011;143
3619850N4485350E;2011;275
3619850N4485450E;2011;374
3619850N4485550E;2011;147
3619850N4485650E;2011;122
3619850N4485750E;2011;111
3619850N4486050E;2011;15-20
3619850N4486150E;2011;46
3619850N4486250E;2011;38
3619850N4486350E;2011;30
3619850N4486450E;2011;27
3619850N4486550E;2011;23
3619850N4486650E;2011;46
3619850N4486750E;2011;45
3619850N4486850E;2011;43
3619850N4486950E;2011;47
3619850N4487050E;2011;28
3619950N4457150E;2011;5-10
3619950N4457250E;2011;10-15
3619950N4457350E;2011;1-5
3619950N4458350E;2011;1-5
3619950N4458550E;2011;20
3619950N4458650E;2011;20
3619950N4458750E;2011;23
3619950N4458850E;2011;24
3619950N4458950E;2011;21
3619950N4459050E;2011;26
3619950N4459150E;2011;29
3619950N4459250E;2011;20
3619950N4463050E;2011;10-15
3619950N4467550E;2011;22
3619950N4467650E;2011;25
3619950N4467750E;2011;49
3619950N4467850E;2011;38
3619950N4467950E;2011;28
3619950N4468050E;2011;20
3619950N4468150E;2011;1-5
3619950N4468550E;2011;1-5
3619950N4468850E;2011;1-5
3619950N4468950E;2011;5-10
3619950N4469150E;2011;10-15
3619950N4469250E;2011;15-20
3619950N4469350E;2011;28
3619950N4469450E;2011;99
3619950N4472050E;2011;10-15
3619950N4472150E;2011;37
3619950N4472250E;2011;10-15
3619950N4472350E;2011;92
3619950N4472450E;2011;143
3619950N4472550E;2011;83
3619950N4472650E;2011;33
3619950N4472750E;2011;24
3619950N4472850E;2011;28
3619950N4472950E;2011;21
3619950N4473050E;2011;1-5
3619950N4473750E;2011;1-5
3619950N4473850E;2011;34
3619950N4473950E;2011;31
3619950N4474050E;2011;40
3619950N4474150E;2011;32
3619950N4474250E;2011;10-15
3619950N4474350E;2011;5-10
3619950N4474450E;2011;10-15
3619950N4474550E;2011;46
3619950N4474650E;2011;43
3619950N4474950E;2011;5-10
3619950N4475050E;2011;25
3619950N4475150E;2011;15-20
3619950N4475250E;2011;15-20
3619950N4475350E;2011;78
3619950N4475450E;2011;25
3619950N4475950E;2011;15-20
3619950N4476050E;2011;26
3619950N4476150E;2011;21
3619950N4476250E;2011;33
3619950N4476350E;2011;30
3619950N4476450E;2011;38
3619950N4476550E;2011;99
3619950N4476650E;2011;75
3619950N4476750E;2011;67
3619950N4476850E;2011;23
3619950N4476950E;2011;43
3619950N4477050E;2011;26
3619950N4477150E;2011;33
3619950N4477250E;2011;43
3619950N4477350E;2011;101
3619950N4477550E;2011;36
3619950N4477650E;2011;32
3619950N4477750E;2011;63
3619950N4477850E;2011;113
3619950N4477950E;2011;144
3619950N4478050E;2011;45
3619950N4478450E;2011;1-5
3619950N4478550E;2011;144
3619950N4478650E;2011;280
3619950N4478750E;2011;113
3619950N4478850E;2011;72
3619950N4479650E;2011;49
3619950N4479750E;2011;42
3619950N4479850E;2011;151
3619950N4479950E;2011;124
3619950N4480450E;2011;1-5
3619950N4480550E;2011;124
3619950N4480650E;2011;228
3619950N4480750E;2011;266
3619950N4480850E;2011;225
3619950N4482750E;2011;171
3619950N4482850E;2011;34
3619950N4484250E;2011;28
3619950N4484350E;2011;228
3619950N4484450E;2011;110
3619950N4484550E;2011;416
3619950N4484650E;2011;213
3619950N4484750E;2011;219
3619950N4484850E;2011;401
3619950N4484950E;2011;55
3619950N4485050E;2011;219
3619950N4485150E;2011;89
3619950N4485250E;2011;215
3619950N4485350E;2011;269
3619950N4485450E;2011;224
3619950N4485750E;2011;5-10
3619950N4486050E;2011;20
3619950N4486150E;2011;29
3619950N4486250E;2011;29
3619950N4486350E;2011;52
3619950N4486450E;2011;38
3619950N4486550E;2011;23
3619950N4486650E;2011;35
3619950N4486750E;2011;37
3619950N4486850E;2011;22
3619950N4486950E;2011;15-20
3619950N4487050E;2011;1-5
3620050N4457150E;2011;5-10
3620050N4457250E;2011;15-20
3620050N4457350E;2011;10-15
3620050N4458250E;2011;1-5
3620050N4458350E;2011;1-5
3620050N4458450E;2011;5-10
3620050N4462250E;2011;1-5
3620050N4463050E;2011;1-5
3620050N4467450E;2011;5-10
3620050N4467550E;2011;34
3620050N4467650E;2011;24
3620050N4467750E;2011;63
3620050N4467850E;2011;32
3620050N4467950E;2011;24
3620050N4468050E;2011;36
3620050N4468150E;2011;10-15
3620050N4468950E;2011;32
3620050N4469050E;2011;28
3620050N4469150E;2011;25
3620050N4469250E;2011;58
3620050N4469350E;2011;15-20
3620050N4469450E;2011;5-10
3620050N4471150E;2011;15-20
3620050N4471550E;2011;5-10
3620050N4471650E;2011;1-5
3620050N4472050E;2011;34
3620050N4472150E;2011;43
3620050N4472250E;2011;32
3620050N4472350E;2011;62
3620050N4472450E;2011;87
3620050N4472550E;2011;40
3620050N4472650E;2011;29
3620050N4472750E;2011;20
3620050N4472850E;2011;45
3620050N4472950E;2011;33
3620050N4473050E;2011;25
3620050N4473750E;2011;10-15
3620050N4473850E;2011;26
3620050N4473950E;2011;40
3620050N4474050E;2011;50
3620050N4474150E;2011;60
3620050N4474250E;2011;28
3620050N4474350E;2011;48
3620050N4474450E;2011;41
3620050N4474550E;2011;46
3620050N4474650E;2011;54
3620050N4474850E;2011;65
3620050N4474950E;2011;45
3620050N4475250E;2011;23
3620050N4475350E;2011;53
3620050N4475450E;2011;28
3620050N4475550E;2011;30
3620050N4475850E;2011;21
3620050N4475950E;2011;5-10
3620050N4476050E;2011;15-20
3620050N4476150E;2011;38
3620050N4476250E;2011;29
3620050N4476350E;2011;35
3620050N4476450E;2011;76
3620050N4476650E;2011;28
3620050N4476750E;2011;52
3620050N4476950E;2011;39
3620050N4477050E;2011;35
3620050N4477150E;2011;72
3620050N4477250E;2011;105
3620050N4477350E;2011;108
3620050N4477450E;2011;24
3620050N4477550E;2011;48
3620050N4477650E;2011;29
3620050N4477750E;2011;51
3620050N4477850E;2011;95
3620050N4477950E;2011;98
3620050N4478050E;2011;87
3620050N4478250E;2011;20
3620050N4478350E;2011;28
3620050N4478450E;2011;36
3620050N4478550E;2011;29
3620050N4478650E;2011;119
3620050N4478750E;2011;166
3620050N4478850E;2011;167
3620050N4478950E;2011;51
3620050N4479650E;2011;21
3620050N4479750E;2011;37
3620050N4479850E;2011;109
3620050N4479950E;2011;154
3620050N4480650E;2011;15-20
3620050N4480850E;2011;113
3620050N4480950E;2011;15-20
3620050N4482650E;2011;70
3620050N4482750E;2011;245
3620050N4482850E;2011;85
3620050N4484250E;2011;138
3620050N4484350E;2011;212
3620050N4484450E;2011;193
3620050N4484550E;2011;54
3620050N4484650E;2011;373
3620050N4484750E;2011;301
3620050N4484850E;2011;272
3620050N4484950E;2011;220
3620050N4485050E;2011;100
3620050N4485150E;2011;232
3620050N4485250E;2011;207
3620050N4485350E;2011;171
3620050N4485450E;2011;209
3620050N4485550E;2011;113
3620050N4485750E;2011;73
3620050N4485850E;2011;15-20
3620050N4485950E;2011;60
3620050N4486050E;2011;197
3620050N4486150E;2011;116
3620050N4486250E;2011;67
3620050N4486350E;2011;51
3620050N4486450E;2011;32
3620050N4486550E;2011;39
3620050N4486650E;2011;32
3620050N4486750E;2011;42
3620050N4486850E;2011;49
3620050N4486950E;2011;22
3620150N4457350E;2011;5-10
3620150N4461750E;2011;1-5
3620150N4461850E;2011;5-10
3620150N4463950E;2011;1-5
3620150N4464450E;2011;1-5
3620150N4467450E;2011;10-15
3620150N4467550E;2011;21
3620150N4467650E;2011;21
3620150N4467750E;2011;83
3620150N4467850E;2011;20
3620150N4467950E;2011;23
3620150N4468050E;2011;33
3620150N4468150E;2011;10-15
3620150N4468250E;2011;5-10
3620150N4468550E;2011;70
3620150N4468850E;2011;10-15
3620150N4468950E;2011;22
3620150N4469050E;2011;74
3620150N4469150E;2011;189
3620150N4469250E;2011;66
3620150N4469350E;2011;26
3620150N4471150E;2011;46
3620150N4471350E;2011;28
3620150N4471450E;2011;49
3620150N4471550E;2011;50
3620150N4471650E;2011;46
3620150N4471750E;2011;44
3620150N4471850E;2011;39
3620150N4471950E;2011;1-5
3620150N4472050E;2011;29
3620150N4472150E;2011;71
3620150N4472250E;2011;10-15
3620150N4472450E;2011;130
3620150N4472550E;2011;15-20
3620150N4472650E;2011;15-20
3620150N4472750E;2011;30
3620150N4472850E;2011;34
3620150N4472950E;2011;26
3620150N4473050E;2011;49
3620150N4473750E;2011;1-5
3620150N4473850E;2011;10-15
3620150N4473950E;2011;70
3620150N4474050E;2011;47
3620150N4474150E;2011;45
3620150N4474250E;2011;20
3620150N4474350E;2011;15-20
3620150N4474450E;2011;45
3620150N4474550E;2011;99
3620150N4474650E;2011;119
3620150N4474750E;2011;39
3620150N4474850E;2011;127
3620150N4474950E;2011;132
3620150N4475050E;2011;99
3620150N4475150E;2011;1-5
3620150N4475250E;2011;29
3620150N4475350E;2011;82
3620150N4475450E;2011;22
3620150N4475550E;2011;146
3620150N4475650E;2011;119
3620150N4475850E;2011;61
3620150N4475950E;2011;29
3620150N4476050E;2011;30
3620150N4476150E;2011;52
3620150N4476250E;2011;49
3620150N4476350E;2011;37
3620150N4476450E;2011;48
3620150N4476650E;2011;27
3620150N4476750E;2011;39
3620150N4476850E;2011;15-20
3620150N4476950E;2011;53
3620150N4477050E;2011;44
3620150N4477150E;2011;115
3620150N4477250E;2011;115
3620150N4477350E;2011;96
3620150N4477450E;2011;29
3620150N4477550E;2011;51
3620150N4477650E;2011;37
3620150N4477750E;2011;45
3620150N4477850E;2011;45
3620150N4477950E;2011;23
3620150N4478150E;2011;23
3620150N4478250E;2011;32
3620150N4478350E;2011;10-15
3620150N4478450E;2011;47
3620150N4478550E;2011;93
3620150N4478650E;2011;47
3620150N4478750E;2011;72
3620150N4478850E;2011;64
3620150N4478950E;2011;33
3620150N4479550E;2011;115
3620150N4479650E;2011;287
3620150N4479750E;2011;192
3620150N4479850E;2011;97
3620150N4479950E;2011;65
3620150N4480950E;2011;24
3620150N4481150E;2011;50
3620150N4481250E;2011;1-5
3620150N4482250E;2011;194
3620150N4482350E;2011;127
3620150N4482450E;2011;15-20
3620150N4482650E;2011;101
3620150N4482750E;2011;146
3620150N4482850E;2011;330
3620150N4482950E;2011;175
3620150N4483850E;2011;142
3620150N4483950E;2011;41
3620150N4484050E;2011;297
3620150N4484550E;2011;160
3620150N4484650E;2011;41
3620150N4484750E;2011;378
3620150N4484850E;2011;312
3620150N4484950E;2011;215
3620150N4485050E;2011;176
3620150N4485150E;2011;282
3620150N4485250E;2011;376
3620150N4485350E;2011;142
3620150N4485450E;2011;160
3620150N4485550E;2011;90
3620150N4485650E;2011;243
3620150N4485750E;2011;89
3620150N4485850E;2011;95
3620150N4485950E;2011;152
3620150N4486050E;2011;125
3620150N4486150E;2011;50
3620150N4486250E;2011;79
3620150N4486350E;2011;30
3620150N4486450E;2011;53
3620150N4486550E;2011;228
3620150N4486650E;2011;10-15
3620250N4460150E;2011;5-10
3620250N4461250E;2011;1-5
3620250N4461650E;2011;1-5
3620250N4461850E;2011;5-10
3620250N4461950E;2011;1-5
3620250N4462250E;2011;1-5
3620250N4462650E;2011;1-5
3620250N4463050E;2011;1-5
3620250N4464450E;2011;1-5
3620250N4464550E;2011;1-5
3620250N4464650E;2011;1-5
3620250N4467450E;2011;27
3620250N4467550E;2011;22
3620250N4467650E;2011;48
3620250N4467750E;2011;56
3620250N4467850E;2011;15-20
3620250N4467950E;2011;22
3620250N4468050E;2011;15-20
3620250N4468150E;2011;15-20
3620250N4468250E;2011;1-5
3620250N4468350E;2011;15-20
3620250N4468550E;2011;115
3620250N4468950E;2011;1-5
3620250N4469050E;2011;73
3620250N4469150E;2011;127
3620250N4469250E;2011;95
3620250N4469350E;2011;1-5
3620250N4470350E;2011;5-10
3620250N4470450E;2011;51
3620250N4470550E;2011;45
3620250N4470650E;2011;32
3620250N4470750E;2011;25
3620250N4471150E;2011;25
3620250N4471250E;2011;1-5
3620250N4471350E;2011;77
3620250N4471450E;2011;120
3620250N4471550E;2011;15-20
3620250N4471650E;2011;58
3620250N4471850E;2011;62
3620250N4471950E;2011;65
3620250N4472050E;2011;15-20
3620250N4472150E;2011;156
3620250N4472250E;2011;154
3620250N4472350E;2011;21
3620250N4472450E;2011;10-15
3620250N4472550E;2011;1-5
3620250N4472650E;2011;15-20
3620250N4472750E;2011;15-20
3620250N4472850E;2011;23
3620250N4472950E;2011;86
3620250N4473050E;2011;66
3620250N4474250E;2011;24
3620250N4474350E;2011;20
3620250N4474450E;2011;55
3620250N4474550E;2011;53
3620250N4474650E;2011;116
3620250N4474750E;2011;51
3620250N4474850E;2011;117
3620250N4474950E;2011;98
3620250N4475050E;2011;55
3620250N4475150E;2011;51
3620250N4475250E;2011;95
3620250N4475350E;2011;93
3620250N4475450E;2011;119
3620250N4475650E;2011;28
3620250N4475750E;2011;328
3620250N4475850E;2011;52
3620250N4475950E;2011;29
3620250N4476050E;2011;28
3620250N4476150E;2011;26
3620250N4476250E;2011;30
3620250N4476350E;2011;21
3620250N4476450E;2011;61
3620250N4476550E;2011;23
3620250N4476650E;2011;22
3620250N4476750E;2011;43
3620250N4476850E;2011;41
3620250N4476950E;2011;112
3620250N4477050E;2011;105
3620250N4477150E;2011;174
3620250N4477250E;2011;171
3620250N4477350E;2011;86
3620250N4477450E;2011;59
3620250N4477550E;2011;31
3620250N4477650E;2011;48
3620250N4477750E;2011;23
3620250N4477850E;2011;15-20
3620250N4478050E;2011;22
3620250N4478150E;2011;47
3620250N4478250E;2011;48
3620250N4478350E;2011;35
3620250N4478450E;2011;62
3620250N4478550E;2011;52
3620250N4478650E;2011;51
3620250N4478750E;2011;50
3620250N4478850E;2011;5-10
3620250N4478950E;2011;162
3620250N4479050E;2011;358
3620250N4479150E;2011;373
3620250N4479250E;2011;308
3620250N4479350E;2011;220
3620250N4479450E;2011;65
3620250N4479550E;2011;111
3620250N4479650E;2011;202
3620250N4479750E;2011;285
3620250N4479850E;2011;290
3620250N4479950E;2011;183
3620250N4480350E;2011;1-5
3620250N4481150E;2011;10-15
3620250N4482350E;2011;78
3620250N4482450E;2011;178
3620250N4482650E;2011;5-10
3620250N4482750E;2011;191
3620250N4482850E;2011;369
3620250N4482950E;2011;274
3620250N4483050E;2011;15-20
3620250N4483850E;2011;239
3620250N4483950E;2011;41
3620250N4484050E;2011;326
3620250N4484350E;2011;24
3620250N4484450E;2011;90
3620250N4484550E;2011;64
3620250N4484650E;2011;1-5
3620250N4484750E;2011;436
3620250N4484850E;2011;207
3620250N4484950E;2011;221
3620250N4485050E;2011;217
3620250N4485150E;2011;237
3620250N4485250E;2011;457
3620250N4485350E;2011;223
3620250N4485450E;2011;275
3620250N4485550E;2011;205
3620250N4485650E;2011;84
3620250N4485750E;2011;99
3620250N4485850E;2011;91
3620250N4485950E;2011;196
3620250N4486050E;2011;146
3620250N4486150E;2011;48
3620250N4486250E;2011;48
3620250N4486350E;2011;49
3620250N4486450E;2011;93
3620250N4486550E;2011;102
3620350N4460050E;2011;1-5
3620350N4460950E;2011;5-10
3620350N4461050E;2011;1-5
3620350N4461250E;2011;5-10
3620350N4464650E;2011;1-5
3620350N4464950E;2011;5-10
3620350N4465050E;2011;5-10
3620350N4465350E;2011;1-5
3620350N4465950E;2011;1-5
3620350N4467450E;2011;25
3620350N4467550E;2011;22
3620350N4467650E;2011;34
3620350N4467750E;2011;40
3620350N4467850E;2011;40
3620350N4467950E;2011;31
3620350N4468050E;2011;26
3620350N4468150E;2011;27
3620350N4468250E;2011;67
3620350N4468350E;2011;64
3620350N4468450E;2011;37
3620350N4468550E;2011;74
3620350N4469050E;2011;75
3620350N4469150E;2011;165
3620350N4469250E;2011;156
3620350N4470350E;2011;34
3620350N4470450E;2011;115
3620350N4470550E;2011;110
3620350N4470650E;2011;134
3620350N4470750E;2011;64
3620350N4470850E;2011;90
3620350N4470950E;2011;78
3620350N4471050E;2011;72
3620350N4471150E;2011;15-20
3620350N4471250E;2011;24
3620350N4471350E;2011;32
3620350N4471450E;2011;88
3620350N4471550E;2011;61
3620350N4471750E;2011;15-20
3620350N4471850E;2011;40
3620350N4471950E;2011;26
3620350N4472050E;2011;10-15
3620350N4472150E;2011;22
3620350N4472250E;2011;24
3620350N4472350E;2011;37
3620350N4472450E;2011;33
3620350N4472650E;2011;54
3620350N4472750E;2011;10-15
3620350N4472850E;2011;1-5
3620350N4472950E;2011;33
3620350N4473050E;2011;20
3620350N4474150E;2011;10-15
3620350N4474250E;2011;29
3620350N4474350E;2011;33
3620350N4474450E;2011;88
3620350N4474550E;2011;109
3620350N4474650E;2011;198
3620350N4474750E;2011;149
3620350N4474850E;2011;115
3620350N4474950E;2011;158
3620350N4475050E;2011;86
3620350N4475150E;2011;104
3620350N4475250E;2011;155
3620350N4475350E;2011;51
3620350N4475450E;2011;294
3620350N4475650E;2011;399
3620350N4475850E;2011;1-5
3620350N4475950E;2011;23
3620350N4476050E;2011;34
3620350N4476150E;2011;35
3620350N4476250E;2011;40
3620350N4476350E;2011;37
3620350N4476450E;2011;34
3620350N4476550E;2011;30
3620350N4476650E;2011;10-15
3620350N4476750E;2011;10-15
3620350N4476850E;2011;49
3620350N4477050E;2011;39
3620350N4477150E;2011;91
3620350N4477250E;2011;98
3620350N4477350E;2011;62
3620350N4477450E;2011;39
3620350N4477550E;2011;10-15
3620350N4477650E;2011;26
3620350N4478050E;2011;51
3620350N4478150E;2011;50
3620350N4478250E;2011;34
3620350N4478350E;2011;61
3620350N4478450E;2011;65
3620350N4478550E;2011;44
3620350N4478650E;2011;95
3620350N4478750E;2011;60
3620350N4478850E;2011;15-20
3620350N4478950E;2011;277
3620350N4479050E;2011;358
3620350N4479150E;2011;282
3620350N4479250E;2011;290
3620350N4479350E;2011;293
3620350N4479450E;2011;192
3620350N4479550E;2011;319
3620350N4479650E;2011;257
3620350N4479750E;2011;10-15
3620350N4479850E;2011;5-10
3620350N4479950E;2011;15-20
3620350N4480550E;2011;1-5
3620350N4482750E;2011;240
3620350N4482950E;2011;265
3620350N4483050E;2011;93
3620350N4483750E;2011;123
3620350N4483850E;2011;102
3620350N4483950E;2011;100
3620350N4484050E;2011;278
3620350N4484450E;2011;10-15
3620350N4484550E;2011;153
3620350N4484650E;2011;262
3620350N4484750E;2011;167
3620350N4484850E;2011;303
3620350N4484950E;2011;226
3620350N4485050E;2011;32
3620350N4485150E;2011;178
3620350N4485250E;2011;148
3620350N4485350E;2011;131
3620350N4485450E;2011;249
3620350N4485550E;2011;274
3620350N4485650E;2011;205
3620350N4485750E;2011;133
3620350N4485850E;2011;180
